,hostname,planet_letter,ra,dec,parallax,parallax_error,distance,distance_error,dist_error_pct
224,HIP 8541,b,27.526375000000002,-54.464962,6.4189653275237184,0.39372321494885043,155.78834733880325,9.5556660358943422,6.1337488965801796
225,HIP 97233,b,296.421967,-0.69664499999999996,10.052736620666558,0.41854138097133992,99.475400354584636,4.1416156622955613,4.1634571437084764
226,HR 2562,b,102.504227,-60.249146000000003,29.730519196257212,0.39800044082213926,33.635470453738002,0.45027575803429132,1.3386932067847765
227,HR 8799,b,346.86965900000001,21.134250999999999,24.759424640257269,0.7109849074801996,40.388660662738616,1.1597898005213103,2.8715728164546395
228,HR 8799,c,346.86965900000001,21.134250999999999,24.759424640257269,0.7109849074801996,40.388660662738616,1.1597898005213103,2.8715728164546395
229,HR 8799,d,346.86965900000001,21.134250999999999,24.759424640257269,0.7109849074801996,40.388660662738616,1.1597898005213103,2.8715728164546395
230,HR 8799,e,346.86965900000001,21.134250999999999,24.759424640257269,0.7109849074801996,40.388660662738616,1.1597898005213103,2.8715728164546395
231,K2-24,b,242.57371900000001,-24.990331000000001,6.0760756772671778,0.39533494081643161,164.57991195556795,10.708258620931421,6.5064189752527977
232,K2-24,c,242.57371900000001,-24.990331000000001,6.0760756772671778,0.39533494081643161,164.57991195556795,10.708258620931421,6.5064189752527977
233,K2-34,b,127.57877000000001,22.235907999999998,3.2762322798413726,0.74143934149580137,305.22866347205928,69.075852967703653,22.630853925036721
234,K2-38,b,240.033579,-23.189288000000001,4.2490066439017422,0.71922659561792501,235.34912599753631,39.837393739028592,16.926935067286212
235,K2-38,c,240.033579,-23.189288000000001,4.2490066439017422,0.71922659561792501,235.34912599753631,39.837393739028592,16.926935067286212
236,K2-39,b,338.36839199999997,-9.0227690000000003,3.353722013249421,0.91455816213894914,298.17617442630558,81.312479984805378,27.269945407694472
237,KELT-1,b,0.36214200000000002,39.383808000000002,4.2951438641292876,0.90150062079457161,232.82107226988546,48.866428651722977,20.988834118535955
238,KELT-14,b,108.301485,-42.409744000000003,4.089096515711967,0.38117150476859302,244.55279941610442,22.796370345046295,9.3216558548808415
239,KELT-15,b,117.415037,-52.120452999999998,2.7030888869476755,0.42918775150010208,369.9471389300848,58.739015760073471,15.877678073129896
240,KELT-17,b,125.61752300000001,13.735319,5.1601178242723158,0.4536389962824699,193.79402448838866,17.036922362688593,8.7912526754453015
241,KELT-2 A,b,92.663948000000005,30.957144,7.4670279308220016,0.44876417721270462,133.92209179669103,8.0486423638073035,6.0099437335746355
242,KELT-3,b,148.64332400000001,40.388069000000002,4.7498945291059078,0.44786128668067643,210.53099050353737,19.850689255371712,9.4288680293071518
